UNIQUE_ID,COMID,REACH,GNIS_NAME,OBS_CLASS,OBS_NAME,DATE,FEATURES,Feature_ID,OBJ_CLASS,EASTING,NORTHING,Comments,date,year,yday,month,stream
1482,23519531,BEAVER,Beaver Creek,MONITOR,TW,08272002,12,12,Redd,648925,4919781,NA,2002-08-27,2002,239,8,Beaver
1483,23519531,BEAVER,Beaver Creek,MONITOR,TW,08272002,18,18,Redd,648931,4919798,NA,2002-08-27,2002,239,8,Beaver
1485,23519531,BEAVER,Beaver Creek,MONITOR,TW,08272002,19,19,Redd,648942,4919840,NA,2002-08-27,2002,239,8,Beaver
1486,23519531,BEAVER,Beaver Creek,MONITOR,TW,08272002,27,27,Redd,649012,4919948,NA,2002-08-27,2002,239,8,Beaver
1487,23519531,BEAVER,Beaver Creek,MONITOR,TW,08272002,20,20,Redd,649035,4920024,NA,2002-08-27,2002,239,8,Beaver
1488,23519531,BEAVER,Beaver Creek,MONITOR,TW,08272002,28,28,Redd,649090,4919988,NA,2002-08-27,2002,239,8,Beaver
1490,23519531,BEAVER,Beaver Creek,MONITOR,TW,08272002,8,8,Redd,649183,4920053,NA,2002-08-27,2002,239,8,Beaver
1491,23519531,BEAVER,Beaver Creek,MONITOR,TW,08272002,36,36,Redd,649218,4920063,NA,2002-08-27,2002,239,8,Beaver
1492,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,1,1,Redd,649286,4920094,NA,2002-08-27,2002,239,8,Beaver
1493,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,2,2,Redd,649287,4920096,NA,2002-08-27,2002,239,8,Beaver
1496,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,30,30,Redd,649468,4920110,NA,2002-08-27,2002,239,8,Beaver
1497,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,9,9,Redd,649475,4920120,NA,2002-08-27,2002,239,8,Beaver
1498,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,6,6,Redd,649495,4920178,NA,2002-08-27,2002,239,8,Beaver
1499,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,21,21,Redd,649557,4920226,NA,2002-08-27,2002,239,8,Beaver
1500,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,37,37,Redd,649654,4920351,NA,2002-08-27,2002,239,8,Beaver
1501,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,31,31,Redd,649666,4920661,NA,2002-08-27,2002,239,8,Beaver
1502,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,22,22,Redd,649673,4920651,NA,2002-08-27,2002,239,8,Beaver
1503,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,3,3,Redd,649677,4920526,NA,2002-08-27,2002,239,8,Beaver
1504,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,10,10,Redd,649686,4920425,NA,2002-08-27,2002,239,8,Beaver
1505,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,32,32,Redd,649805,4920828,NA,2002-08-27,2002,239,8,Beaver
1506,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,34,34,Redd,649990,4921101,NA,2002-08-27,2002,239,8,Beaver
1507,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,5,5,Redd,649993,4921173,NA,2002-08-27,2002,239,8,Beaver
1508,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,33,33,Redd,650007,4921075,NA,2002-08-27,2002,239,8,Beaver
1509,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,26,26,Redd,650048,4921281,NA,2002-08-27,2002,239,8,Beaver
1511,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,4,4,Redd,650195,4921576,NA,2002-08-27,2002,239,8,Beaver
1512,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,38,38,Redd,650279,4921740,NA,2002-08-27,2002,239,8,Beaver
1513,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,23,23,Redd,650284,4921741,NA,2002-08-27,2002,239,8,Beaver
1514,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,39,39,Redd,650330,4921707,NA,2002-08-27,2002,239,8,Beaver
1515,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,13,13,Redd,650331,4921706,NA,2002-08-27,2002,239,8,Beaver
1516,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,29,29,Redd,650407,4921771,NA,2002-08-27,2002,239,8,Beaver
1517,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,14,14,Redd,650409,4921771,NA,2002-08-27,2002,239,8,Beaver
1519,23519533,BEAVER,Beaver Creek,MONITOR,TW,08272002,35,35,Redd,650438,4921783,NA,2002-08-27,2002,239,8,Beaver
1520,23519535,BEAVER,Beaver Creek,MONITOR,TW,08272002,7,7,Redd,650607,4921774,NA,2002-08-27,2002,239,8,Beaver
1522,23519539,BEAVER,Beaver Creek,MONITOR,TW,08272002,24,24,Redd,651662,4922347,NA,2002-08-27,2002,239,8,Beaver
1523,23519541,BEAVER,Beaver Creek,MONITOR,TW,08272002,11,11,Redd,652088,4922575,NA,2002-08-27,2002,239,8,Beaver
1524,23532035,BIG1,Big Creek,MONITOR,CJ,08292002,57,57,Redd,642058,5003512,NA,2002-08-29,2002,241,8,Big
1525,23532035,BIG1,Big Creek,MONITOR,CJ,08292002,93,93,Redd,642072,5003479,NA,2002-08-29,2002,241,8,Big
1526,23532035,BIG1,Big Creek,MONITOR,CJ,08292002,10,10,Redd,642123,5003553,NA,2002-08-29,2002,241,8,Big
1527,23532035,BIG1,Big Creek,MONITOR,CJ,08292002,11,11,Redd,642123,5003553,NA,2002-08-29,2002,241,8,Big
1528,23532035,BIG1,Big Creek,MONITOR,CJ,08292002,12,12,Redd,642123,5003553,NA,2002-08-29,2002,241,8,Big
1530,23532035,BIG1,Big Creek,MONITOR,CJ,08292002,92,92,Redd,642226,5003533,NA,2002-08-29,2002,241,8,Big
1531,23532035,BIG1,Big Creek,MONITOR,CJ,08292002,55,55,Redd,642233,5003538,NA,2002-08-29,2002,241,8,Big
1532,23532035,BIG1,Big Creek,MONITOR,CJ,08292002,56,56,Redd,642233,5003538,NA,2002-08-29,2002,241,8,Big
1534,23532035,BIG1,Big Creek,MONITOR,CJ,08292002,54,54,Redd,642742,5003638,NA,2002-08-29,2002,241,8,Big
1536,23532035,BIG1,Big Creek,MONITOR,CJ,08292002,53,53,Redd,642835,5003698,NA,2002-08-29,2002,241,8,Big
1537,23532035,BIG1,Big Creek,MONITOR,CJ,08292002,90,90,Redd,642865,5003741,NA,2002-08-29,2002,241,8,Big
1538,23532035,BIG1,Big Creek,MONITOR,CJ,08292002,52,52,Redd,642959,5003743,NA,2002-08-29,2002,241,8,Big
1539,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,51,51,Redd,643235,5003880,NA,2002-08-29,2002,241,8,Big
1540,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,88,88,Redd,643381,5003928,NA,2002-08-29,2002,241,8,Big
1541,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,89,89,Redd,643381,5003928,NA,2002-08-29,2002,241,8,Big
1542,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,9,9,Redd,643383,5003935,NA,2002-08-29,2002,241,8,Big
1543,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,104,104,Redd,643469,5003889,NA,2002-08-29,2002,241,8,Big
1544,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,50,50,Redd,643502,5003876,NA,2002-08-29,2002,241,8,Big
1546,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,87,87,Redd,643575,5003852,NA,2002-08-29,2002,241,8,Big
1547,23532033,BIG1,Big Creek,MONITOR,CJ,08242002,8,8,Redd,643594,5003809,NA,2002-08-24,2002,236,8,Big
1549,23532033,BIG1,Big Creek,MONITOR,CJ,08242002,48,48,Redd,643601,5003814,NA,2002-08-24,2002,236,8,Big
1550,23532033,BIG1,Big Creek,MONITOR,CJ,08242002,49,49,Redd,643601,5003814,NA,2002-08-24,2002,236,8,Big
1551,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,46,46,Redd,643711,5003792,NA,2002-08-29,2002,241,8,Big
1552,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,85,85,Redd,643711,5003792,NA,2002-08-29,2002,241,8,Big
1553,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,86,86,Redd,643711,5003792,NA,2002-08-29,2002,241,8,Big
1554,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,84,84,Redd,643787,5003771,NA,2002-08-29,2002,241,8,Big
1555,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,100,100,Redd,643850,5003800,NA,2002-08-29,2002,241,8,Big
1556,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,101,101,Redd,643850,5003800,NA,2002-08-29,2002,241,8,Big
1557,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,102,102,Redd,643850,5003800,NA,2002-08-29,2002,241,8,Big
1558,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,103,103,Redd,643850,5003800,NA,2002-08-29,2002,241,8,Big
1559,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,80,80,Redd,643850,5003800,NA,2002-08-29,2002,241,8,Big
1560,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,81,81,Redd,643850,5003800,NA,2002-08-29,2002,241,8,Big
1561,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,82,82,Redd,643850,5003800,NA,2002-08-29,2002,241,8,Big
1562,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,83,83,Redd,643850,5003800,NA,2002-08-29,2002,241,8,Big
1563,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,79,79,Redd,643942,5003819,NA,2002-08-29,2002,241,8,Big
1564,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,7,7,Redd,643946,5003830,NA,2002-08-29,2002,241,8,Big
1565,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,99,99,Redd,643990,5003861,NA,2002-08-29,2002,241,8,Big
1566,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,44,44,Redd,644040,5003887,NA,2002-08-29,2002,241,8,Big
1567,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,43,43,Redd,644074,5003931,NA,2002-08-29,2002,241,8,Big
1568,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,77,77,Redd,644076,5003925,NA,2002-08-29,2002,241,8,Big
1569,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,78,78,Redd,644076,5003925,NA,2002-08-29,2002,241,8,Big
1570,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,23,23,Redd,644104,5003958,NA,2002-08-29,2002,241,8,Big
1571,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,41,41,Redd,644167,5003963,NA,2002-08-29,2002,241,8,Big
1572,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,42,42,Redd,644167,5003963,NA,2002-08-29,2002,241,8,Big
1573,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,76,76,Redd,644168,5003961,NA,2002-08-29,2002,241,8,Big
1574,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,40,40,Redd,644182,5003955,NA,2002-08-29,2002,241,8,Big
1575,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,6,6,Redd,644182,5003955,NA,2002-08-29,2002,241,8,Big
1576,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,38,38,Redd,644204,5003941,NA,2002-08-29,2002,241,8,Big
1577,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,39,39,Redd,644204,5003941,NA,2002-08-29,2002,241,8,Big
1578,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,22,22,Redd,644204,5003942,NA,2002-08-29,2002,241,8,Big
1579,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,36,36,Redd,644218,5003946,NA,2002-08-29,2002,241,8,Big
1580,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,37,37,Redd,644218,5003946,NA,2002-08-29,2002,241,8,Big
1581,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,72,72,Redd,644219,5003938,NA,2002-08-29,2002,241,8,Big
1582,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,73,73,Redd,644219,5003938,NA,2002-08-29,2002,241,8,Big
1583,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,74,74,Redd,644219,5003938,NA,2002-08-29,2002,241,8,Big
1584,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,75,75,Redd,644219,5003938,NA,2002-08-29,2002,241,8,Big
1585,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,19,19,Redd,644220,5003942,NA,2002-08-29,2002,241,8,Big
1586,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,21,21,Redd,644220,5003942,NA,2002-08-29,2002,241,8,Big
1587,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,5,5,Redd,644257,5003947,NA,2002-08-29,2002,241,8,Big
1588,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,97,97,Redd,644259,5003943,NA,2002-08-29,2002,241,8,Big
1589,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,98,98,Redd,644259,5003943,NA,2002-08-29,2002,241,8,Big
1590,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,33,33,Redd,644260,5003941,NA,2002-08-29,2002,241,8,Big
1591,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,34,34,Redd,644260,5003941,NA,2002-08-29,2002,241,8,Big
1592,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,35,35,Redd,644260,5003941,NA,2002-08-29,2002,241,8,Big
1593,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,70,70,Redd,644295,5003906,NA,2002-08-29,2002,241,8,Big
1594,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,71,71,Redd,644295,5003906,NA,2002-08-29,2002,241,8,Big
1596,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,4,4,Redd,644303,5003923,NA,2002-08-29,2002,241,8,Big
1597,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,18,18,Redd,644303,5003924,NA,2002-08-29,2002,241,8,Big
1598,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,32,32,Redd,644305,5003922,NA,2002-08-29,2002,241,8,Big
1599,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,31,31,Redd,644316,5003911,NA,2002-08-29,2002,241,8,Big
1600,23532033,BIG1,Big Creek,MONITOR,CJ,08242002,IP69,69,Redd,644341,5003928,NA,2002-08-24,2002,236,8,Big
1601,23532033,BIG1,Big Creek,MONITOR,CJ,08242002,IP68,68,Redd,644349,5003915,NA,2002-08-24,2002,236,8,Big
1602,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,64,64,Redd,644392,5003922,NA,2002-08-29,2002,241,8,Big
1603,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,65,65,Redd,644392,5003922,NA,2002-08-29,2002,241,8,Big
1604,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,66,66,Redd,644392,5003922,NA,2002-08-29,2002,241,8,Big
1605,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,67,67,Redd,644392,5003922,NA,2002-08-29,2002,241,8,Big
1606,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,62,62,Redd,644425,5003998,NA,2002-08-29,2002,241,8,Big
1607,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,63,63,Redd,644425,5003998,NA,2002-08-29,2002,241,8,Big
1609,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,17,17,Redd,644456,5003981,NA,2002-08-29,2002,241,8,Big
1610,23532033,BIG1,Big Creek,MONITOR,CJ,08292002,61,61,Redd,644474,5004012,NA,2002-08-29,2002,241,8,Big
1611,23532033,BIG1,Big Creek,MONITOR,CJ,08192002,IP30,30,Redd,644480,5004012,NA,2002-08-19,2002,231,8,Big
1612,23532009,BIG1,Big Creek,MONITOR,CJ,08242002,29,29,Redd,644631,5004051,NA,2002-08-24,2002,236,8,Big
1613,23532009,BIG1,Big Creek,MONITOR,CJ,08292002,105,105,Redd,644641,5004047,NA,2002-08-29,2002,241,8,Big
1614,23532009,BIG1,Big Creek,MONITOR,CJ,08242002,IP60,60,Redd,644641,5004047,NA,2002-08-24,2002,236,8,Big
1615,23532009,BIG1,Big Creek,MONITOR,CJ,08192002,IP28,28,Redd,644695,5004047,NA,2002-08-19,2002,231,8,Big
1616,23532009,BIG1,Big Creek,MONITOR,CJ,08242002,27,27,Redd,644721,5004058,NA,2002-08-24,2002,236,8,Big
1618,23532007,BIG1,Big Creek,MONITOR,CJ,08292002,96,96,Redd,645273,5004011,NA,2002-08-29,2002,241,8,Big
1619,23532007,BIG1,Big Creek,MONITOR,CJ,08242002,59,59,Redd,645273,5004016,NA,2002-08-24,2002,236,8,Big
1620,23532007,BIG1,Big Creek,MONITOR,CJ,08292002,95,95,Redd,645273,5004016,NA,2002-08-29,2002,241,8,Big
1621,23532007,BIG1,Big Creek,MONITOR,CJ,08242002,15,15,Redd,645279,5004022,NA,2002-08-24,2002,236,8,Big
1622,23532007,BIG1,Big Creek,MONITOR,CJ,08192002,3,3,Redd,645383,5003981,NA,2002-08-19,2002,231,8,Big
1623,23532005,BIG1,Big Creek,MONITOR,CJ,08242002,26,26,Redd,645602,5003844,NA,2002-08-24,2002,236,8,Big
1624,23532005,BIG1,Big Creek,MONITOR,CJ,08242002,2,2,Redd,645643,5003774,NA,2002-08-24,2002,236,8,Big
1625,23532005,BIG1,Big Creek,MONITOR,CJ,08242002,14,14,Redd,645789,5003777,NA,2002-08-24,2002,236,8,Big
1626,23532005,BIG1,Big Creek,MONITOR,CJ,08292002,94,94,Redd,645878,5003478,NA,2002-08-29,2002,241,8,Big
1627,23532005,BIG1,Big Creek,MONITOR,CJ,08192002,1,1,Redd,645925,5003677,NA,2002-08-19,2002,231,8,Big
1628,23532005,BIG1,Big Creek,MONITOR,CJ,08192002,13,13,Redd,645935,5003641,NA,2002-08-19,2002,231,8,Big
1629,23532005,BIG1,Big Creek,MONITOR,CJ,08242002,25,25,Redd,645943,5003652,NA,2002-08-24,2002,236,8,Big
1630,23532005,BIG1,Big Creek,MONITOR,CJ,08242002,58,58,Redd,646282,5003519,NA,2002-08-24,2002,236,8,Big
1633,23532109,BIG2,Big Creek,MONITOR,CJ,08062002,21,21,Redd,630574,4992680,NA,2002-08-06,2002,218,8,Big
1634,23532109,BIG2,Big Creek,MONITOR,CJ,08112002,44,44,Redd,630689,4992791,NA,2002-08-11,2002,223,8,Big
1635,23532109,BIG2,Big Creek,MONITOR,CJ,08162002,73,73,Redd,630691,4992844,NA,2002-08-16,2002,228,8,Big
1637,23532109,BIG2,Big Creek,MONITOR,CJ,08062002,20,20,Redd,630753,4993004,NA,2002-08-06,2002,218,8,Big
1638,23532109,BIG2,Big Creek,MONITOR,CJ,08062002,19,19,Redd,630763,4993049,NA,2002-08-06,2002,218,8,Big
1639,23532109,BIG2,Big Creek,MONITOR,CJ,08062002,IP43,43,Redd,630903,4993192,NA,2002-08-06,2002,218,8,Big
1640,23532107,BIG2,Big Creek,MONITOR,CJ,08062002,12,12,Redd,630899,4993218,NA,2002-08-06,2002,218,8,Big
1641,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,42,42,Redd,630859,4993424,NA,2002-08-21,2002,233,8,Big
1642,23532107,BIG2,Big Creek,MONITOR,CJ,08162002,72,72,Redd,630836,4993427,NA,2002-08-16,2002,228,8,Big
1643,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,92,92,Redd,630864,4993434,NA,2002-08-21,2002,233,8,Big
1644,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,91,91,Redd,630874,4993472,NA,2002-08-21,2002,233,8,Big
1645,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,41,41,Redd,630876,4993475,NA,2002-08-21,2002,233,8,Big
1646,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,71,71,Redd,630888,4993547,NA,2002-08-21,2002,233,8,Big
1647,23532107,BIG2,Big Creek,MONITOR,CJ,08162002,70,70,Redd,630896,4993566,NA,2002-08-16,2002,228,8,Big
1648,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,90,90,Redd,630842,4993629,NA,2002-08-21,2002,233,8,Big
1649,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,40,40,Redd,630827,4993661,NA,2002-08-21,2002,233,8,Big
1650,23532107,BIG2,Big Creek,MONITOR,CJ,08022002,IP39,39,Redd,630807,4993700,NA,2002-08-02,2002,214,8,Big
1651,23532107,BIG2,Big Creek,MONITOR,CJ,08022002,11,11,Redd,630789,4993733,NA,2002-08-02,2002,214,8,Big
1652,23532107,BIG2,Big Creek,MONITOR,CJ,08162002,69,69,Redd,630799,4993733,NA,2002-08-16,2002,228,8,Big
1653,23532107,BIG2,Big Creek,MONITOR,CJ,08112002,38,38,Redd,630774,4993851,NA,2002-08-11,2002,223,8,Big
1654,23532107,BIG2,Big Creek,MONITOR,CJ,08112002,37,37,Redd,630791,4993886,NA,2002-08-11,2002,223,8,Big
1655,23532107,BIG2,Big Creek,MONITOR,CJ,08022002,10,10,Redd,630856,4993940,NA,2002-08-02,2002,214,8,Big
1656,23532107,BIG2,Big Creek,MONITOR,CJ,08022002,9,9,Redd,630871,4993957,NA,2002-08-02,2002,214,8,Big
1657,23532107,BIG2,Big Creek,MONITOR,CJ,08112002,36,36,Redd,630844,4993958,NA,2002-08-11,2002,223,8,Big
1658,23532107,BIG2,Big Creek,MONITOR,CJ,08022002,7,7,Redd,630884,4993970,NA,2002-08-02,2002,214,8,Big
1659,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,68,68,Redd,630847,4994035,NA,2002-08-21,2002,233,8,Big
1660,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,67,67,Redd,630830,4994058,NA,2002-08-21,2002,233,8,Big
1661,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,6,6,Redd,630825,4994067,NA,2002-08-21,2002,233,8,Big
1663,23532107,BIG2,Big Creek,MONITOR,CJ,08112002,35,35,Redd,630884,4994148,NA,2002-08-11,2002,223,8,Big
1665,23532107,BIG2,Big Creek,MONITOR,CJ,08162002,IP89,89,Redd,630902,4994188,NA,2002-08-16,2002,228,8,Big
1666,23532107,BIG2,Big Creek,MONITOR,CJ,08112002,34,34,Redd,630990,4994200,NA,2002-08-11,2002,223,8,Big
1668,23532107,BIG2,Big Creek,MONITOR,CJ,08162002,IP88,88,Redd,630967,4994209,NA,2002-08-16,2002,228,8,Big
1669,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,33,33,Redd,631028,4994223,NA,2002-08-21,2002,233,8,Big
1670,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,87,87,Redd,631031,4994228,NA,2002-08-21,2002,233,8,Big
1672,23532107,BIG2,Big Creek,MONITOR,CJ,08112002,32,32,Redd,631071,4994266,NA,2002-08-11,2002,223,8,Big
1673,23532107,BIG2,Big Creek,MONITOR,CJ,08162002,31,31,Redd,631153,4994396,NA,2002-08-16,2002,228,8,Big
1674,23532107,BIG2,Big Creek,MONITOR,CJ,08112002,30,30,Redd,631290,4994484,NA,2002-08-11,2002,223,8,Big
1675,23532107,BIG2,Big Creek,MONITOR,CJ,08162002,66,66,Redd,631318,4994504,NA,2002-08-16,2002,228,8,Big
1676,23532107,BIG2,Big Creek,MONITOR,CJ,08112002,29,29,Redd,631325,4994522,NA,2002-08-11,2002,223,8,Big
1678,23532107,BIG2,Big Creek,MONITOR,CJ,08022002,16,16,Redd,631254,4994558,NA,2002-08-02,2002,214,8,Big
1679,23532107,BIG2,Big Creek,MONITOR,CJ,08022002,IP5,5,Redd,631314,4994562,NA,2002-08-02,2002,214,8,Big
1680,23532107,BIG2,Big Creek,MONITOR,CJ,08112002,15,15,Redd,631337,4994579,NA,2002-08-11,2002,223,8,Big
1681,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,64,64,Redd,631353,4994582,NA,2002-08-21,2002,233,8,Big
1682,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,86,86,Redd,631353,4994582,NA,2002-08-21,2002,233,8,Big
1683,23532107,BIG2,Big Creek,MONITOR,CJ,08162002,63,63,Redd,631374,4994616,NA,2002-08-16,2002,228,8,Big
1684,23532107,BIG2,Big Creek,MONITOR,CJ,08112002,28,28,Redd,631373,4994628,NA,2002-08-11,2002,223,8,Big
1685,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,62,62,Redd,631374,4994629,NA,2002-08-21,2002,233,8,Big
1686,23532107,BIG2,Big Creek,MONITOR,CJ,08162002,27,27,Redd,631407,4994685,NA,2002-08-16,2002,228,8,Big
1688,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,61,61,Redd,631431,4994740,NA,2002-08-21,2002,233,8,Big
1689,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,105,105,Redd,631437,4994741,NA,2002-08-21,2002,233,8,Big
1690,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,4,4,Redd,631431,4994746,NA,2002-08-21,2002,233,8,Big
1691,23532107,BIG2,Big Creek,MONITOR,CJ,08272002,104,104,Redd,631444,4994756,NA,2002-08-27,2002,239,8,Big
1692,23532107,BIG2,Big Creek,MONITOR,CJ,08162002,60,60,Redd,631444,4994756,NA,2002-08-16,2002,228,8,Big
1693,23532107,BIG2,Big Creek,MONITOR,CJ,08022002,3,3,Redd,631440,4994832,NA,2002-08-02,2002,214,8,Big
1695,23532107,BIG2,Big Creek,MONITOR,CJ,08212002,59,59,Redd,631396,4994917,NA,2002-08-21,2002,233,8,Big
1696,23532107,BIG2,Big Creek,MONITOR,CJ,08112002,25,25,Redd,631426,4994983,NA,2002-08-11,2002,223,8,Big
1697,23532107,BIG2,Big Creek,MONITOR,CJ,08162002,26,26,Redd,631444,4994987,NA,2002-08-16,2002,228,8,Big
1698,23532107,BIG2,Big Creek,MONITOR,CJ,08162002,58,58,Redd,631416,4994999,NA,2002-08-16,2002,228,8,Big
1700,23532107,BIG2,Big Creek,MONITOR,CJ,08272002,103,103,Redd,631432,4995045,NA,2002-08-27,2002,239,8,Big
1701,23532105,BIG2,Big Creek,MONITOR,CJ,08212002,57,57,Redd,631428,4995105,NA,2002-08-21,2002,233,8,Big
1702,23532105,BIG2,Big Creek,MONITOR,CJ,08212002,84,84,Redd,631421,4995122,NA,2002-08-21,2002,233,8,Big
1703,23532105,BIG2,Big Creek,MONITOR,CJ,08212002,85,85,Redd,631421,4995122,NA,2002-08-21,2002,233,8,Big
1704,23532105,BIG2,Big Creek,MONITOR,CJ,08062002,IP24,24,Redd,631399,4995169,NA,2002-08-06,2002,218,8,Big
1705,23532105,BIG2,Big Creek,MONITOR,CJ,08112002,IP56,56,Redd,631369,4995235,NA,2002-08-11,2002,223,8,Big
1706,23532105,BIG2,Big Creek,MONITOR,CJ,08062002,14,14,Redd,631402,4995239,NA,2002-08-06,2002,218,8,Big
1707,23532105,BIG2,Big Creek,MONITOR,CJ,08162002,55,55,Redd,631387,4995246,NA,2002-08-16,2002,228,8,Big
1708,23532105,BIG2,Big Creek,MONITOR,CJ,08212002,83,83,Redd,631363,4995248,NA,2002-08-21,2002,233,8,Big
1709,23532105,BIG2,Big Creek,MONITOR,CJ,08022002,1,1,Redd,631421,4995248,NA,2002-08-02,2002,214,8,Big
1710,23532105,BIG2,Big Creek,MONITOR,CJ,08162002,54,54,Redd,631403,4995255,NA,2002-08-16,2002,228,8,Big
1711,23532105,BIG2,Big Creek,MONITOR,CJ,08162002,53,53,Redd,631436,4995281,NA,2002-08-16,2002,228,8,Big
1713,23532105,BIG2,Big Creek,MONITOR,CJ,08162002,23,23,Redd,631429,4995297,NA,2002-08-16,2002,228,8,Big
